neighborhood,avg_bedrooms,avg_bathrooms,avg_rooms,house_age,has_garage,has_pool,median_income,population,avg_occupancy,latitude,longitude,price,region
Denver Park,4,2.0,21.36,12,0,0,15.0,4090,5.6,27.9647,-100.8766,675899,Colorado
Miami Beach,3,2.0,7.713333333333333,8,1,0,9.93,4533,3.0,31.0418,-123.2761,347432,Florida
Denver Park,3,2.0,19.833333333333332,6,1,0,15.0,3335,2.2,40.3198,-87.9142,775679,Colorado
Miami Beach,2,2.0,27.413333333333334,29,1,1,7.28,3894,3.4,39.1442,-113.6976,254652,Florida
Portland Pearl,3,2.5,17.58,66,0,0,4.99,779,2.4,28.9503,-95.6175,174625,Oregon
Austin Downtown,2,2.0,16.88,13,1,1,3.2,1587,3.3,36.2965,-121.0999,111967,Texas
Palo Alto,5,1.5,27.04,1,0,1,15.0,2451,2.5,29.9167,-81.5336,2500000,California
Portland Pearl,2,1.5,19.993333333333332,43,1,1,3.56,1086,3.5,46.5274,-124.0414,124539,Oregon
Palo Alto,3,1.5,28.85333333333333,45,1,1,15.0,2722,3.5,41.6551,-107.3195,1574376,California
Atlanta Central,1,2.0,5.786666666666667,46,0,0,12.87,829,4.2,28.9866,-103.9176,450470,Georgia
Austin Heights,4,1.0,18.80666666666667,1,1,0,15.0,2114,3.7,31.6634,-82.5195,2218848,Texas
Austin Heights,2,2.0,25.926666666666666,17,0,0,15.0,776,2.6,44.6208,-71.4527,1003653,Texas
Austin Heights,5,2.0,33.333333333333336,28,1,0,15.0,2387,5.8,37.8138,-114.4768,1153620,Texas
Beverly Hills,1,2.5,12.613333333333333,60,1,0,15.0,2326,4.6,33.187,-117.3518,794600,California
Nashville Hills,4,3.0,33.333333333333336,53,1,1,3.91,2671,3.2,38.7637,-90.8064,136860,Tennessee
Beverly Hills,4,3.0,18.713333333333335,66,0,1,15.0,4956,2.7,33.9581,-113.0486,1575720,California
Atlanta Central,3,2.5,26.96,44,0,0,15.0,2993,1.8,45.9628,-123.668,797510,Georgia
San Diego Coastal,3,2.0,21.633333333333333,33,1,0,6.72,1164,1.7,45.0914,-112.2504,235356,California
Austin Downtown,3,2.5,25.233333333333334,45,1,0,3.83,3339,5.6,28.6889,-112.1012,134053,Texas
Nashville Hills,4,3.0,13.266666666666667,31,1,0,5.66,4906,5.4,40.5813,-94.6658,198224,Tennessee
Austin Heights,5,2.0,28.606666666666666,13,1,1,15.0,1445,3.1,44.2645,-100.2484,2018726,Texas
Austin Downtown,2,1.5,21.926666666666666,47,1,0,2.29,861,6.0,29.8586,-106.6605,80000,Texas
Miami Beach,3,3.0,21.66,24,1,0,2.29,4557,4.9,45.0447,-109.1,80000,Florida
Austin Heights,3,1.0,28.69333333333333,22,1,1,15.0,1275,4.3,34.6498,-110.2671,1980086,Texas
Chicago North,2,3.0,24.513333333333332,57,1,0,10.82,4225,5.3,32.0777,-77.6034,378802,Illinois
Dallas Park Cities,4,1.5,20.886666666666667,6,1,1,3.07,2426,4.9,47.6334,-99.6554,107293,Texas
Atlanta Central,3,1.5,26.393333333333334,2,1,0,15.0,4039,4.2,40.8241,-77.9791,891756,Georgia
Austin Heights,3,3.0,16.7,29,1,0,15.0,3706,3.6,31.6817,-70.2337,1618520,Texas
Dallas Park Cities,5,2.5,30.286666666666665,48,1,0,2.29,4126,3.8,37.1829,-97.7418,80000,Texas
Austin Downtown,4,2.5,29.493333333333332,68,1,1,2.29,3923,1.6,39.7997,-73.9328,80000,Texas
Austin Downtown,4,3.0,21.54,42,1,0,7.8,2864,2.8,41.3746,-115.3978,272969,Texas
Austin Downtown,1,3.0,18.19333333333333,21,1,1,8.2,1598,6.7,29.816,-107.9618,287056,Texas
Dallas Park Cities,5,2.0,27.3,28,1,1,2.29,4788,2.8,39.1818,-88.7601,80000,Texas
Chicago North,4,4.0,22.9,31,1,1,14.4,1348,1.2,44.487,-111.9092,503995,Illinois
Austin Heights,3,2.0,25.766666666666666,27,0,1,15.0,2146,5.4,43.4842,-92.4529,1634640,Texas
Miami Beach,1,1.5,9.54,54,1,1,3.08,1765,4.4,31.7683,-75.5577,107629,Florida
Denver Park,5,3.0,25.266666666666666,64,1,1,14.81,2389,4.5,47.3144,-71.4512,518441,Colorado
Seattle Eastside,3,2.0,27.546666666666667,57,1,0,14.95,1622,3.8,25.2895,-95.5818,523318,Washington
Miami Beach,4,3.0,26.573333333333334,31,1,1,3.86,4173,5.4,42.9174,-84.4805,134951,Florida
Austin Downtown,4,1.0,18.24,24,1,1,4.92,2467,6.3,32.2936,-91.8222,172347,Texas
Phoenix Valley,4,1.5,30.56,7,1,0,15.0,4410,3.2,46.6477,-101.9051,757271,Arizona
Denver Park,4,1.0,23.826666666666668,64,1,0,15.0,639,4.9,44.8043,-105.3926,526284,Colorado
Portland Pearl,5,2.5,22.513333333333332,77,1,0,8.07,2520,5.7,45.2667,-91.2218,282624,Oregon
Beverly Hills,3,3.0,8.626666666666667,5,1,1,15.0,3131,3.1,30.793,-105.9905,1940406,California
Boston Back Bay,3,2.0,26.813333333333333,11,1,1,12.83,4316,6.3,43.3176,-83.8049,449067,Massachusetts
Portland Pearl,4,1.5,21.413333333333334,18,1,0,5.98,3789,5.7,32.651,-118.0606,209431,Oregon
Boston Back Bay,3,2.0,15.36,64,1,1,8.58,3349,2.1,35.2858,-85.4775,300330,Massachusetts
Atlanta Central,4,2.0,29.406666666666666,18,1,0,15.0,4302,6.4,45.7997,-96.8916,920238,Georgia
Nashville Hills,4,2.5,30.293333333333333,2,0,0,4.02,2246,2.2,41.5704,-120.5021,140687,Tennessee
Atlanta Central,3,2.5,17.8,27,1,1,15.0,4803,3.0,39.733,-78.824,557396,Georgia
San Diego Coastal,4,1.5,30.866666666666667,30,1,1,11.74,4574,5.0,27.9664,-94.7578,410977,California
Chicago North,3,2.0,32.95333333333333,32,1,0,12.66,4588,5.6,37.3805,-84.5827,443002,Illinois
Beverly Hills,5,2.5,33.333333333333336,42,1,1,15.0,2764,4.1,27.8408,-118.1955,1726339,California
Seattle Eastside,2,2.0,24.346666666666668,20,1,1,6.23,919,3.1,26.7255,-116.4662,217942,Washington
Beverly Hills,4,2.0,27.673333333333332,3,1,1,15.0,4321,3.6,46.7714,-76.6751,2500000,California
Dallas Park Cities,5,2.5,27.633333333333333,9,0,1,4.14,2373,3.4,38.6252,-99.3246,144818,Texas
Miami Beach,3,2.0,21.7,59,1,0,5.34,4155,5.3,25.1414,-108.726,186743,Florida
Atlanta Central,3,1.0,24.346666666666668,53,1,0,12.87,748,3.4,35.7877,-96.4617,450447,Georgia
Seattle Eastside,3,2.0,15.286666666666667,21,1,0,8.42,934,3.0,31.5951,-104.5672,294815,Washington
Miami Beach,4,3.0,21.893333333333334,76,1,0,5.4,2069,1.8,28.5399,-71.4399,189073,Florida
Denver Park,3,2.0,14.38,44,1,0,15.0,4420,3.1,43.8398,-114.1656,532446,Colorado
Phoenix Valley,2,3.0,19.253333333333334,64,0,0,15.0,638,3.8,28.533,-95.8462,567379,Arizona
Chicago North,5,2.0,30.44,64,1,0,12.71,1230,2.3,28.8261,-106.7175,444678,Illinois
Denver Park,3,2.0,18.513333333333332,25,1,0,15.0,2729,1.4,30.35,-115.9188,697760,Colorado
Portland Pearl,3,3.0,26.373333333333335,48,0,0,5.66,4162,5.5,41.3862,-87.5181,198112,Oregon
Palo Alto,4,2.0,20.426666666666666,48,1,0,15.0,1198,2.5,29.3868,-117.4662,1128229,California
Nashville Hills,1,2.0,10.32,37,0,0,2.29,3900,2.0,32.3913,-109.9011,80000,Tennessee
Atlanta Central,2,1.5,22.16,51,1,0,15.0,2701,6.4,45.754,-98.1953,587247,Georgia
Boston Back Bay,6,2.5,33.333333333333336,27,1,0,15.0,3817,5.3,37.9983,-101.6924,806659,Massachusetts
Austin Heights,4,2.0,21.753333333333334,8,1,1,15.0,3730,5.5,28.9792,-74.9194,2316021,Texas
Atlanta Central,1,3.0,15.233333333333333,4,1,0,13.2,4643,4.8,44.7778,-89.1966,461909,Georgia
Portland Pearl,4,2.0,21.84,36,1,0,7.06,761,6.0,36.7797,-121.1821,247208,Oregon
Phoenix Valley,3,2.0,20.946666666666665,74,0,1,15.0,3202,5.3,44.1872,-117.1234,702669,Arizona
Palo Alto,2,2.0,18.766666666666666,18,1,0,15.0,2552,3.5,26.8111,-92.7577,841231,California
Seattle Eastside,4,1.5,28.986666666666668,48,1,0,14.07,2023,2.4,28.7219,-112.5983,492280,Washington
Austin Heights,3,3.0,23.69333333333333,14,1,0,15.0,3832,2.1,27.1117,-114.236,1389450,Texas
Phoenix Valley,3,1.5,23.453333333333333,51,1,0,15.0,3169,3.8,36.0684,-70.6844,731061,Arizona
Chicago North,5,3.0,24.246666666666666,15,0,0,15.0,2499,2.4,33.9097,-85.9785,722625,Illinois
Boston Back Bay,3,1.0,24.066666666666666,36,1,1,8.99,3632,2.8,34.5682,-108.3642,314681,Massachusetts
Miami Beach,3,2.0,24.933333333333334,65,1,0,7.59,3084,3.8,33.4304,-123.4697,265577,Florida
San Diego Coastal,3,1.0,25.673333333333332,30,1,1,10.63,2140,6.1,34.7554,-81.2693,371918,California
Nashville Hills,4,3.0,22.16,75,1,0,2.29,2010,1.7,33.7684,-93.2519,80000,Tennessee
Beverly Hills,4,2.0,30.88,4,1,1,15.0,1644,4.0,28.6722,-107.8767,1852596,California
Atlanta Central,5,2.5,22.973333333333333,7,0,0,15.0,1835,2.1,38.0889,-95.9971,961574,Georgia
Beverly Hills,3,3.0,19.7,14,1,0,15.0,2703,3.2,44.9909,-75.6924,1570021,California
Beverly Hills,4,2.5,24.526666666666667,20,1,0,15.0,1313,5.4,47.8639,-121.5104,1088727,California
Denver Park,4,1.5,19.266666666666666,35,1,0,15.0,4542,2.7,27.6981,-84.7405,671838,Colorado
Boston Back Bay,3,3.0,20.446666666666665,74,1,0,9.02,3117,3.6,34.4584,-77.5486,315714,Massachusetts
Dallas Park Cities,1,2.0,15.18,20,1,1,2.29,3337,4.2,30.5451,-96.3725,80000,Texas
Portland Pearl,4,1.0,16.26,29,1,0,7.39,3083,5.1,38.0387,-72.1505,258806,Oregon
Miami Beach,3,2.0,19.893333333333334,4,1,0,4.49,4537,3.2,33.2884,-112.2579,157233,Florida
Portland Pearl,4,3.0,16.673333333333332,58,1,0,6.77,4185,5.9,45.1883,-85.3329,237050,Oregon
Austin Heights,3,2.0,32.88666666666666,44,1,0,15.0,2638,3.3,46.5097,-101.6326,779502,Texas
Nashville Hills,1,3.0,15.126666666666667,4,1,0,2.49,2048,4.7,32.477,-104.1514,87109,Tennessee
Dallas Park Cities,6,2.5,33.333333333333336,38,1,0,6.26,4761,3.7,33.1976,-90.0034,218932,Texas
Palo Alto,4,2.0,27.233333333333334,18,1,1,15.0,3199,5.1,37.3041,-91.4805,1966349,California
Seattle Eastside,3,2.0,25.22,34,1,0,9.8,4062,7.0,39.617,-104.8052,342837,Washington
Nashville Hills,4,2.5,31.213333333333335,23,1,1,7.42,1127,3.6,42.3066,-104.3477,259821,Tennessee
Seattle Eastside,3,2.0,13.66,63,1,0,13.03,2095,4.0,27.3016,-98.606,456205,Washington
Nashville Hills,4,1.5,32.986666666666665,5,1,0,3.31,1692,3.4,26.1751,-70.3938,115686,Tennessee
Austin Downtown,2,2.0,24.64,48,0,0,2.29,2516,3.1,40.5992,-81.0824,80000,Texas
Seattle Eastside,3,3.0,21.64,64,1,0,10.72,2765,3.0,36.0098,-104.8536,375045,Washington
Beverly Hills,3,2.0,21.366666666666667,1,1,0,15.0,4989,4.0,40.4733,-105.0255,1266801,California
Atlanta Central,3,2.0,5.446666666666666,73,1,0,15.0,972,2.8,31.937,-75.6784,622770,Georgia
Denver Park,3,1.5,15.36,61,1,0,15.0,4791,2.9,28.96,-82.1408,651964,Colorado
Seattle Eastside,2,1.0,20.766666666666666,23,1,1,9.21,4153,1.0,27.5588,-89.0548,322277,Washington
Boston Back Bay,6,4.0,33.333333333333336,39,1,1,15.0,2346,6.1,43.0857,-85.723,729931,Massachusetts
Chicago North,1,2.0,17.886666666666667,55,1,0,10.26,1765,6.5,34.2697,-121.8653,358960,Illinois
Austin Heights,1,2.5,13.593333333333334,42,1,0,15.0,4251,5.0,26.9061,-119.9054,652635,Texas
Phoenix Valley,3,3.0,32.266666666666666,61,1,0,15.0,1113,2.7,30.6756,-107.6348,634563,Arizona
San Diego Coastal,4,2.0,31.36,72,1,0,6.94,4593,2.1,44.8149,-99.0074,242981,California
Beverly Hills,2,3.0,15.893333333333333,29,1,0,15.0,4743,1.7,36.0754,-85.8955,1635556,California
Denver Park,3,4.0,33.333333333333336,9,1,0,15.0,1632,5.0,44.6269,-81.9829,662968,Colorado
Dallas Park Cities,4,2.5,20.153333333333332,35,1,0,2.46,3022,5.9,46.7427,-76.3366,86251,Texas
Palo Alto,2,2.5,10.146666666666667,48,1,0,15.0,2829,4.2,26.54,-110.0983,616932,California
Chicago North,6,2.0,31.753333333333334,63,1,1,13.29,3950,5.3,46.6941,-83.8599,465313,Illinois
Denver Park,3,3.0,17.953333333333333,23,0,1,15.0,3906,4.7,33.5345,-70.2923,681080,Colorado
Palo Alto,4,1.5,24.053333333333335,75,1,0,15.0,4976,2.8,41.0603,-113.5498,808783,California
Chicago North,2,2.5,22.253333333333334,3,1,0,10.67,845,5.5,34.2719,-121.1658,373377,Illinois
Seattle Eastside,4,2.0,25.813333333333333,47,1,0,15.0,4180,5.4,39.1362,-75.6916,627149,Washington
Austin Heights,4,2.5,25.953333333333333,35,1,0,15.0,4125,2.5,40.4046,-117.5806,975567,Texas
Palo Alto,2,3.0,18.313333333333333,56,1,0,15.0,3836,5.2,28.0587,-85.4123,740196,California
Austin Heights,2,2.5,5.666666666666667,23,1,0,15.0,1449,3.8,34.9158,-103.6971,960583,Texas
Miami Beach,3,1.0,13.913333333333334,75,1,0,7.54,3843,3.6,29.7516,-105.4465,263994,Florida
Nashville Hills,1,2.5,11.94,1,1,0,3.71,2655,4.6,27.744,-73.2676,130021,Tennessee
Austin Heights,6,3.0,29.5,66,1,0,15.0,1756,4.5,38.6147,-105.6872,1399897,Texas
Phoenix Valley,4,2.5,24.76,40,1,1,15.0,2188,5.3,40.6461,-102.5794,909553,Arizona
Atlanta Central,4,3.0,33.333333333333336,42,1,1,15.0,2364,2.7,30.9241,-124.1367,1033268,Georgia
Atlanta Central,5,3.0,29.6,25,1,1,15.0,3830,4.8,25.1685,-114.9047,634266,Georgia
Denver Park,4,3.0,18.946666666666665,32,1,0,15.0,1403,2.3,47.3275,-105.1182,820582,Colorado
Beverly Hills,4,2.0,21.766666666666666,35,1,0,15.0,1549,3.7,35.9215,-88.3735,1305238,California
Seattle Eastside,3,2.0,31.12,25,1,0,8.93,2167,3.8,39.992,-121.4837,312547,Washington
Atlanta Central,3,3.0,30.166666666666668,1,1,1,15.0,2598,5.5,26.7301,-105.7771,1208278,Georgia
Atlanta Central,3,3.0,25.173333333333332,33,1,0,15.0,4757,4.0,39.265,-104.9101,592197,Georgia
Denver Park,3,1.5,13.666666666666666,33,1,0,15.0,1695,3.6,42.5398,-81.4943,796876,Colorado
Dallas Park Cities,3,1.5,23.633333333333333,58,1,0,4.61,4578,6.1,26.0899,-109.8758,161331,Texas
Miami Beach,2,2.0,20.04,38,1,0,7.88,746,3.4,37.0422,-75.9446,275877,Florida
Chicago North,3,3.0,22.133333333333333,44,1,1,14.95,2797,3.3,28.2663,-73.0817,523373,Illinois
Denver Park,3,3.0,18.953333333333333,38,0,0,15.0,4295,1.2,28.3792,-112.8129,613492,Colorado
Nashville Hills,3,2.5,20.06,34,1,0,2.29,1898,3.7,39.1404,-104.2232,80000,Tennessee
Dallas Park Cities,2,1.5,14.586666666666666,58,1,1,4.87,1510,2.6,39.2429,-84.6597,170493,Texas
Beverly Hills,3,2.0,15.886666666666667,55,0,0,15.0,3224,3.6,37.7367,-110.2247,996751,California
Dallas Park Cities,3,3.0,29.28,80,0,0,2.29,1545,4.4,36.7339,-79.5692,80016,Texas
San Diego Coastal,4,2.0,30.7,40,1,0,7.75,569,2.4,35.8097,-71.4363,271418,California
Palo Alto,4,1.5,24.48,3,1,0,15.0,710,2.8,36.0681,-90.2751,1920361,California
Portland Pearl,3,2.0,23.873333333333335,47,0,0,2.9,2655,1.6,32.6926,-116.1286,101617,Oregon
Palo Alto,1,3.0,16.073333333333334,32,1,0,15.0,2762,3.2,30.9186,-124.8936,785916,California
Beverly Hills,3,2.0,33.333333333333336,8,1,0,15.0,617,2.6,31.1098,-102.4564,1369403,California
Palo Alto,2,1.5,22.653333333333332,69,0,0,15.0,1710,7.2,45.8863,-112.5212,964570,California
Chicago North,3,2.0,26.446666666666665,51,1,0,13.43,3905,6.3,31.1343,-82.4345,469952,Illinois
Miami Beach,6,4.0,33.333333333333336,51,0,0,9.3,3044,6.0,33.6138,-99.1608,325333,Florida
Chicago North,2,2.0,15.68,51,0,0,9.46,3253,2.1,36.5939,-90.2274,331059,Illinois
Palo Alto,3,2.0,29.373333333333335,79,1,0,15.0,3755,3.7,42.0819,-91.6556,1270241,California
Austin Heights,4,1.5,29.473333333333333,56,1,0,15.0,4567,2.2,42.8732,-123.004,1105232,Texas
Nashville Hills,3,2.0,17.573333333333334,58,1,0,4.96,706,6.8,41.5986,-86.0603,173643,Tennessee
Austin Downtown,1,3.0,16.42,61,1,0,2.29,2672,5.2,31.9697,-79.5859,80000,Texas
Portland Pearl,2,3.0,22.46,58,1,0,5.82,1402,2.4,28.7511,-99.0825,203571,Oregon
Palo Alto,5,2.0,18.82,57,1,1,15.0,3502,4.6,43.7916,-92.9872,1918362,California
Nashville Hills,2,3.0,13.08,7,1,0,2.29,2259,1.8,45.1132,-117.092,80000,Tennessee
San Diego Coastal,4,2.0,27.933333333333334,33,1,1,9.05,1192,3.8,45.9973,-88.7705,316652,California
Seattle Eastside,4,3.0,15.733333333333333,23,1,0,15.0,4458,3.7,44.7419,-73.3204,599287,Washington
Austin Heights,3,1.0,12.58,72,1,1,15.0,2822,5.1,33.3117,-85.8424,1198370,Texas
Austin Downtown,4,2.0,24.553333333333335,47,1,1,3.29,993,5.5,28.5306,-124.204,115145,Texas
Chicago North,2,3.0,20.62,42,1,1,15.0,1513,4.0,40.4198,-107.9818,556238,Illinois
Beverly Hills,3,3.0,24.866666666666667,42,1,0,15.0,3847,3.7,39.9366,-72.5339,1296612,California
Denver Park,3,3.0,30.433333333333334,55,1,0,15.0,2616,1.0,30.7017,-88.2467,618885,Colorado
Chicago North,6,2.5,33.333333333333336,62,1,0,11.85,4791,6.3,39.2651,-107.1419,414625,Illinois
Beverly Hills,3,3.0,20.006666666666668,17,1,0,15.0,725,3.0,47.9596,-91.9752,1815591,California
Phoenix Valley,2,2.5,11.026666666666667,80,1,0,13.25,849,4.2,28.8763,-116.0189,463609,Arizona
Seattle Eastside,5,2.0,27.946666666666665,61,1,1,14.46,3603,7.4,33.7073,-74.1448,506234,Washington
Austin Downtown,2,2.0,21.773333333333333,17,0,0,4.53,1998,2.2,33.9941,-103.5513,158650,Texas
Palo Alto,5,2.5,33.333333333333336,49,1,0,15.0,4434,4.0,29.9112,-114.4349,1245623,California
Boston Back Bay,4,2.5,27.406666666666666,35,1,1,14.35,3963,4.7,43.1256,-120.8796,502211,Massachusetts
Dallas Park Cities,4,3.0,28.913333333333334,31,1,0,6.1,602,5.6,41.268,-123.0762,213665,Texas
Nashville Hills,4,2.0,32.806666666666665,70,1,1,2.29,4708,4.0,29.9903,-89.5214,80000,Tennessee
Dallas Park Cities,4,1.5,26.4,23,1,1,6.44,4790,5.8,44.7293,-87.5211,225430,Texas
Austin Heights,2,2.0,25.286666666666665,68,1,0,15.0,1610,3.4,34.7934,-88.78,1000423,Texas
Nashville Hills,6,3.0,30.12,51,1,0,2.29,3256,4.8,37.6709,-107.723,80000,Tennessee
Austin Downtown,5,1.0,29.606666666666666,66,1,1,6.27,3388,4.6,40.7525,-81.4112,219546,Texas
Phoenix Valley,5,3.0,27.433333333333334,60,1,0,15.0,668,3.9,45.1056,-78.8055,802333,Arizona
Seattle Eastside,4,1.0,30.226666666666667,50,1,1,11.1,3792,4.5,30.2172,-91.8309,388437,Washington
Seattle Eastside,3,2.0,16.586666666666666,16,1,0,12.24,4858,2.7,38.6239,-91.1477,428293,Washington
Seattle Eastside,3,3.0,20.28,80,1,0,8.03,2318,3.6,40.4462,-114.4155,281129,Washington
Phoenix Valley,1,2.0,4.08,52,1,0,12.9,4937,2.1,45.3868,-77.8049,451566,Arizona
Austin Downtown,3,3.0,25.166666666666668,29,1,0,4.6,3512,3.3,42.7627,-120.3467,160959,Texas
Austin Downtown,4,1.5,32.64666666666667,21,1,0,6.65,3807,5.7,46.032,-80.8717,232735,Texas
Atlanta Central,4,2.0,30.85333333333333,10,1,0,15.0,2971,4.6,26.7304,-101.9742,877770,Georgia
Nashville Hills,3,2.5,26.333333333333332,26,1,0,2.35,3611,4.5,34.7855,-119.6021,82281,Tennessee
Atlanta Central,3,3.0,26.473333333333333,11,1,0,15.0,4717,1.6,32.0456,-121.623,915019,Georgia
Portland Pearl,4,1.5,29.726666666666667,72,1,1,6.76,3156,4.5,36.4352,-70.6333,236730,Oregon
Boston Back Bay,3,2.0,25.273333333333333,35,1,0,9.86,2924,3.9,43.6486,-93.703,344955,Massachusetts
Seattle Eastside,5,2.5,33.333333333333336,51,1,0,14.98,1263,4.8,36.3289,-100.5583,524375,Washington
Palo Alto,4,4.0,22.5,65,1,0,15.0,2824,6.1,25.8085,-74.1016,1233897,California
Miami Beach,1,3.0,12.926666666666666,77,1,0,2.29,4386,3.4,40.4288,-99.5332,80000,Florida
Phoenix Valley,1,3.0,14.373333333333333,37,1,0,14.75,3511,3.5,25.2367,-78.4153,516219,Arizona
Denver Park,4,2.0,24.206666666666667,5,1,1,15.0,3722,5.4,27.2483,-78.0472,813780,Colorado
Austin Heights,3,2.5,13.64,49,1,0,15.0,1185,3.1,41.7378,-83.7465,1394434,Texas
Austin Downtown,4,3.0,19.406666666666666,76,1,1,4.41,4311,4.1,44.113,-119.7687,154313,Texas
Palo Alto,2,3.0,19.22,29,1,1,15.0,2889,1.0,32.3166,-72.4943,1541726,California
Portland Pearl,1,3.0,18.826666666666668,9,1,0,3.23,2552,3.5,38.0871,-90.4979,112965,Oregon
Nashville Hills,3,3.0,22.046666666666667,58,1,0,2.9,728,6.0,37.5852,-102.5324,101530,Tennessee
Beverly Hills,4,3.0,33.333333333333336,50,1,0,15.0,4518,4.5,26.2788,-82.8457,1906552,California
Boston Back Bay,6,1.5,29.093333333333334,13,1,0,15.0,3321,5.3,37.5315,-120.9338,620023,Massachusetts
Boston Back Bay,5,2.0,32.36666666666667,1,1,0,14.43,1904,5.4,25.2523,-115.1834,505224,Massachusetts
Atlanta Central,3,4.0,28.88,42,1,0,15.0,2905,6.0,43.8593,-87.7309,541369,Georgia
San Diego Coastal,4,2.0,31.68,12,1,0,2.46,4591,3.5,42.2071,-90.3743,86053,California
Chicago North,2,1.5,21.493333333333332,15,1,0,12.63,4277,5.4,31.5254,-96.1582,442157,Illinois
Chicago North,4,2.0,31.706666666666667,25,1,0,12.89,1839,7.4,31.0336,-87.8969,451093,Illinois
Chicago North,5,2.5,30.293333333333333,38,1,0,14.66,4089,4.0,29.3728,-72.7556,512933,Illinois
Nashville Hills,3,3.0,30.866666666666667,66,1,0,2.8,535,2.0,46.9135,-117.8334,98006,Tennessee
Miami Beach,5,3.0,33.333333333333336,35,1,0,5.59,2446,3.1,44.4531,-106.1438,195727,Florida
Atlanta Central,3,1.0,17.453333333333333,67,1,0,10.0,2968,4.7,44.2679,-108.8603,349834,Georgia
Dallas Park Cities,2,2.0,19.713333333333335,49,1,0,5.45,3465,1.5,35.7229,-73.5628,190796,Texas
Nashville Hills,3,1.0,13.746666666666666,32,0,0,3.89,504,2.9,43.665,-114.7034,136046,Tennessee
Dallas Park Cities,5,3.0,33.333333333333336,41,0,1,5.02,1864,3.5,38.606,-104.7715,175773,Texas
San Diego Coastal,3,1.5,23.19333333333333,12,1,0,5.23,1657,4.2,31.8876,-75.1781,182997,California
Atlanta Central,4,2.5,33.193333333333335,79,1,0,11.98,2245,6.7,34.9,-88.1478,419155,Georgia
Portland Pearl,2,2.5,17.413333333333334,25,1,0,10.02,3612,5.0,34.4091,-123.2862,350587,Oregon
Phoenix Valley,4,2.5,16.093333333333334,73,1,0,15.0,851,2.3,33.092,-72.1883,553164,Arizona
Phoenix Valley,4,2.5,33.333333333333336,52,1,0,15.0,3874,8.0,30.5728,-121.6923,674105,Arizona
Chicago North,2,2.5,18.69333333333333,24,1,1,15.0,953,4.0,34.1596,-96.2957,553557,Illinois
Austin Downtown,4,2.5,20.66,39,1,0,5.47,2781,1.5,38.7837,-111.6828,191602,Texas
Boston Back Bay,4,1.5,32.10666666666667,10,1,0,15.0,4184,2.4,29.5123,-90.2473,732373,Massachusetts
Atlanta Central,3,2.0,32.85333333333333,50,1,0,15.0,4455,2.5,28.2625,-109.4007,623622,Georgia
Chicago North,3,2.0,20.92,6,1,1,14.47,4873,2.0,40.8752,-80.0333,506285,Illinois
Phoenix Valley,2,2.0,17.466666666666665,52,1,0,10.86,2441,4.8,37.1058,-93.9146,380001,Arizona
Miami Beach,5,3.0,31.266666666666666,16,1,0,11.81,2701,1.0,33.0999,-107.7903,413306,Florida
Atlanta Central,4,2.0,20.073333333333334,11,1,1,15.0,4555,5.5,45.8817,-77.391,1120637,Georgia
Boston Back Bay,4,3.0,22.313333333333333,18,1,0,12.05,1075,5.2,35.6104,-82.252,421600,Massachusetts
Atlanta Central,4,1.5,33.333333333333336,8,1,1,15.0,4592,3.3,32.6299,-97.8774,834137,Georgia
Phoenix Valley,4,3.0,25.293333333333333,72,1,0,14.32,897,5.4,29.9739,-97.9828,501192,Arizona
Austin Downtown,2,1.5,13.526666666666667,75,1,1,2.29,909,2.4,32.4329,-99.2667,80000,Texas
Atlanta Central,3,2.0,19.586666666666666,74,1,0,15.0,704,2.7,31.2962,-95.2961,529609,Georgia
Palo Alto,4,2.0,31.72,58,1,0,15.0,1537,4.8,44.9366,-77.8009,1286348,California
Atlanta Central,2,2.5,7.46,19,1,0,15.0,4454,3.7,45.5157,-120.9426,698578,Georgia
Seattle Eastside,2,2.0,19.35333333333333,61,1,0,6.74,1433,3.1,34.4893,-103.6364,235819,Washington
Palo Alto,4,3.0,33.333333333333336,61,1,0,15.0,2489,3.8,31.0019,-83.743,1390302,California
Phoenix Valley,5,2.5,33.333333333333336,19,1,0,15.0,4124,6.0,27.998,-71.9768,811915,Arizona
Austin Heights,4,4.0,29.053333333333335,67,1,0,15.0,4461,5.9,41.471,-116.5765,1282573,Texas
Seattle Eastside,1,2.5,21.02,80,1,0,9.64,2474,4.6,45.219,-122.6091,337344,Washington
San Diego Coastal,6,2.5,33.333333333333336,31,1,0,13.93,2132,3.5,34.4557,-80.7195,487533,California
Austin Downtown,2,3.0,17.326666666666668,48,1,1,3.93,2589,4.8,45.1227,-71.6274,137524,Texas
Atlanta Central,3,2.0,26.926666666666666,70,1,0,13.5,3146,2.7,30.6928,-85.6921,472513,Georgia
Nashville Hills,6,2.5,33.333333333333336,21,1,0,7.81,1949,5.8,39.0004,-94.5273,273519,Tennessee
Denver Park,4,2.0,19.253333333333334,80,1,0,11.65,3532,5.4,26.8651,-112.1641,407630,Colorado
Portland Pearl,5,2.5,33.07333333333333,25,1,0,3.91,4133,6.9,37.9519,-72.2901,136854,Oregon
Boston Back Bay,4,1.0,27.926666666666666,78,1,0,11.25,725,2.8,39.6897,-85.275,393816,Massachusetts
Portland Pearl,4,2.0,26.546666666666667,19,1,0,13.36,4196,2.6,39.8207,-86.8241,467458,Oregon
